Chr	Start	Stop	M_CA-TAC245-TAC245_MEC.prod-refalign	M_CA-TAC265-TAC265_MEC.prod-refalign
1	52214494	52214495	34	43
1	52214495	52214496	34	43
1	52214496	52214497	31	44
1	52214497	52214498	31	44
1	52214498	52214499	30	45
1	52214499	52214500	27	46
1	52214500	52214501	27	47
1	52214501	52214502	28	48
1	52214502	52214503	28	48
1	52214503	52214504	28	48
1	52214504	52214505	28	47
1	52214505	52214506	29	46
1	52214506	52214507	29	47
1	52214507	52214508	29	49
1	52214508	52214509	28	49
1	52214509	52214510	28	47
1	52214510	52214511	28	48
1	52214511	52214512	29	47
1	52214512	52214513	28	45
1	52214513	52214514	28	45
1	52214514	52214515	28	45
1	52214515	52214516	28	44
1	52214516	52214517	28	47
1	52214517	52214518	28	47
1	52214518	52214519	28	45
1	52214519	52214520	28	44
1	52214520	52214521	28	45
1	52214521	52214522	29	44
1	52214522	52214523	29	47
1	52214523	52214524	29	46
1	52214524	52214525	29	43
1	52214525	52214526	29	44
1	52214526	52214527	29	43
1	52214527	52214528	29	44
1	52214528	52214529	29	43
1	52214529	52214530	29	43
1	52214530	52214531	29	43
1	52214531	52214532	29	43
1	52214532	52214533	29	43
1	52214533	52214534	29	44
1	52214534	52214535	29	45
1	52214535	52214536	29	44
1	52214536	52214537	29	42
1	52214537	52214538	29	42
1	52214538	52214539	28	42
1	52214539	52214540	28	42
1	52214540	52214541	28	40
1	52214541	52214542	28	40
1	52214542	52214543	28	39
1	52214543	52214544	26	38
1	52214544	52214545	25	38
1	52214545	52214546	25	37
1	52214546	52214547	25	37
1	52214547	52214548	25	38
1	52214548	52214549	26	39
1	52214549	52214550	28	40
1	52214550	52214551	28	40
1	52214551	52214552	28	40
1	52214552	52214553	28	41
1	52214553	52214554	30	42
1	52214554	52214555	29	42
1	52214555	52214556	29	42
1	52214556	52214557	25	41
1	52214557	52214558	25	41
1	52214558	52214559	25	42
1	52214559	52214560	24	40
1	52214560	52214561	24	38
1	52214561	52214562	24	38
1	52214562	52214563	25	37
1	52214563	52214564	25	36
1	52214564	52214565	25	37
1	52214565	52214566	25	37
1	52214566	52214567	25	37
1	52214567	52214568	23	37
1	52214568	52214569	23	37
1	52214569	52214570	24	41
1	52214570	52214571	24	41
1	52214571	52214572	23	41
1	52214572	52214573	23	38
1	52214573	52214574	23	38
1	52214574	52214575	26	40
1	52214575	52214576	26	40
1	52214576	52214577	26	42
1	52214577	52214578	28	42
1	52214578	52214579	28	45
1	52214579	52214580	27	45
1	52214580	52214581	27	45
1	52214581	52214582	27	48
1	52214582	52214583	27	48
1	52214583	52214584	24	48
1	52214584	52214585	23	48
1	52214585	52214586	23	47
1	52214586	52214587	23	47
1	52214587	52214588	23	47
1	52214588	52214589	23	45
1	52214589	52214590	23	45
1	52214590	52214591	23	45
1	52214591	52214592	23	45
1	52214592	52214593	23	47
1	52214593	52214594	23	46
1	52214594	52214595	24	46
1	52214595	52214596	24	46
1	52214596	52214597	24	45
1	52214597	52214598	24	45
1	52214598	52214599	24	44
1	52214599	52214600	25	43
1	52214600	52214601	25	42
1	52214601	52214602	24	42
1	52214602	52214603	24	42
1	52214603	52214604	24	43
1	52214604	52214605	24	43
1	52214605	52214606	23	42
1	52214606	52214607	23	42
1	52214607	52214608	23	40
1	52214608	52214609	23	41
1	52214609	52214610	23	41
1	52214610	52214611	23	42
1	52214611	52214612	23	42
1	52214612	52214613	23	41
1	52214613	52214614	25	41
1	52214614	52214615	25	44
1	52214615	52214616	25	45
1	52214616	52214617	25	43
1	52214617	52214618	24	44
1	52214618	52214619	24	44
1	52214619	52214620	24	43
1	52214620	52214621	24	42
1	52214621	52214622	25	42
1	52214622	52214623	25	41
1	52214623	52214624	25	42
1	52214624	52214625	25	42
1	52214625	52214626	25	41
1	52214626	52214627	25	42
1	52214627	52214628	25	41
1	52214628	52214629	25	42
1	52214629	52214630	25	42
1	52214630	52214631	25	42
1	52214631	52214632	25	43
1	52214632	52214633	25	43
1	52214633	52214634	25	42
1	52214634	52214635	25	43
1	52214635	52214636	25	44
1	52214636	52214637	25	44
1	52214637	52214638	25	44
1	52214638	52214639	25	44
1	52214639	52214640	25	44
1	52214640	52214641	25	45
1	52214641	52214642	25	45
1	52214642	52214643	25	45
1	52214643	52214644	24	47
1	52214644	52214645	24	46
1	52214645	52214646	25	46
1	52214646	52214647	25	46
1	52214647	52214648	26	52
1	52214648	52214649	25	53
1	52214649	52214650	24	52
1	52214650	52214651	24	53
1	52214651	52214652	23	53
1	52214652	52214653	23	53
1	52214653	52214654	22	53
1	52214654	52214655	24	54
1	52214655	52214656	24	54
1	52214656	52214657	23	54
1	52214657	52214658	24	56
1	52214658	52214659	24	56
1	52214659	52214660	24	57
1	52214660	52214661	24	57
1	52214661	52214662	24	56
1	52214662	52214663	23	58
1	52214663	52214664	23	58
1	52214664	52214665	23	59
1	52214665	52214666	24	59
1	52214666	52214667	24	59
1	52214667	52214668	22	59
1	52214668	52214669	22	59
1	52214669	52214670	21	57
1	52214670	52214671	22	57
1	52214671	52214672	22	57
1	52214672	52214673	22	58
1	52214673	52214674	22	58
1	52214674	52214675	19	56
1	52214675	52214676	19	56
1	52214676	52214677	19	56
1	52214677	52214678	17	57
1	52214678	52214679	17	55
1	52214679	52214680	17	55
1	52214680	52214681	17	55
1	52214681	52214682	18	52
1	52214682	52214683	18	49
1	52214683	52214684	19	49
1	52214684	52214685	18	49
1	52214685	52214686	19	49
1	52214686	52214687	19	50
1	52214687	52214688	19	50
1	52214688	52214689	19	50
1	52214689	52214690	19	51
1	52214690	52214691	19	51
1	52214691	52214692	19	51
1	52214692	52214693	19	49
1	52214693	52214694	19	48
1	52214694	52214695	18	49
1	52214695	52214696	18	49
1	52214696	52214697	18	49
1	52214697	52214698	18	48
1	52214698	52214699	18	50
1	52214699	52214700	17	49
1	52214700	52214701	17	50
1	52214701	52214702	17	50
1	52214702	52214703	18	50
1	52214703	52214704	18	51
1	52214704	52214705	18	51
1	52214705	52214706	19	51
1	52214706	52214707	19	50
1	52214707	52214708	19	51
1	52214708	52214709	19	51
1	52214709	52214710	19	51
1	52214710	52214711	19	49
1	52214711	52214712	19	49
1	52214712	52214713	18	49
1	52214713	52214714	22	49
1	52214714	52214715	22	48
1	52214715	52214716	23	48
1	52214716	52214717	23	48
1	52214717	52214718	23	45
1	52214718	52214719	24	47
1	52214719	52214720	24	47
1	52214720	52214721	24	47
1	52214721	52214722	23	48
1	52214722	52214723	23	49
1	52214723	52214724	23	49
1	52214724	52214725	23	51
1	52214725	52214726	23	55
1	52214726	52214727	23	54
1	52214727	52214728	23	55
1	52214728	52214729	23	54
1	52214729	52214730	22	54
1	52214730	52214731	22	56
1	52214731	52214732	22	55
1	52214732	52214733	22	55
1	52214733	52214734	22	54
1	52214734	52214735	22	53
1	52214735	52214736	22	52
1	52214736	52214737	23	51
1	52214737	52214738	23	52
1	52214738	52214739	22	52
1	52214739	52214740	22	53
1	52214740	52214741	22	54
1	52214741	52214742	22	54
1	52214742	52214743	22	55
1	52214743	52214744	22	58
1	52214744	52214745	22	58
1	52214745	52214746	22	58
1	52214746	52214747	23	59
1	52214747	52214748	24	56
1	52214748	52214749	24	54
1	52214749	52214750	23	52
1	52214750	52214751	23	50
1	52214751	52214752	23	51
1	52214752	52214753	22	50
1	52214753	52214754	22	49
1	52214754	52214755	22	48
1	52214755	52214756	22	48
1	52214756	52214757	22	47
1	52214757	52214758	21	45
1	52214758	52214759	21	44
1	52214759	52214760	21	45
1	52214760	52214761	21	45
1	52214761	52214762	21	45
1	52214762	52214763	21	44
1	52214763	52214764	21	45
1	52214764	52214765	22	44
1	52214765	52214766	23	44
1	52214766	52214767	24	47
1	52214767	52214768	24	47
1	52214768	52214769	24	48
1	52214769	52214770	24	48
1	52214770	52214771	23	48
1	52214771	52214772	23	48
1	52214772	52214773	24	47
1	52214773	52214774	24	47
1	52214774	52214775	24	47
1	52214775	52214776	24	47
1	52214776	52214777	24	49
1	52214777	52214778	24	49
1	52214778	52214779	24	48
1	52214779	52214780	24	48
1	52214780	52214781	24	48
1	52214781	52214782	27	48
1	52214782	52214783	28	50
1	52214783	52214784	27	50
1	52214784	52214785	27	50
1	52214785	52214786	26	50
1	52214786	52214787	26	49
1	52214787	52214788	26	49
1	52214788	52214789	26	49
1	52214789	52214790	27	48
1	52214790	52214791	27	48
1	52214791	52214792	27	48
1	52214792	52214793	27	51
1	52214793	52214794	27	51
1	52214794	52214795	27	50
1	52214795	52214796	27	50
1	52214796	52214797	27	50
1	52214797	52214798	27	50
1	52214798	52214799	27	50
1	52214799	52214800	27	50
1	52214800	52214801	27	50
1	52214801	52214802	26	50
1	52214802	52214803	25	51
1	52214803	52214804	25	50
1	52214804	52214805	26	49
1	52214805	52214806	25	49
1	52214806	52214807	25	50
1	52214807	52214808	25	50
1	52214808	52214809	25	52
1	52214809	52214810	25	52
1	52214810	52214811	25	52
1	52214811	52214812	25	52
1	52214812	52214813	25	51
1	52214813	52214814	20	51
1	52214814	52214815	20	51
1	52214815	52214816	19	49
1	52214816	52214817	19	50
1	52214817	52214818	19	51
1	52214818	52214819	19	49
1	52214819	52214820	20	49
1	52214820	52214821	20	49
1	52214821	52214822	19	50
1	52214822	52214823	19	50
1	52214823	52214824	19	50
1	52214824	52214825	19	49
1	52214825	52214826	19	46
1	52214826	52214827	20	46
1	52214827	52214828	20	45
1	52214828	52214829	20	46
1	52214829	52214830	20	46
1	52214830	52214831	20	44
1	52214831	52214832	20	44
1	52214832	52214833	20	44
1	52214833	52214834	21	44
1	52214834	52214835	21	43
1	52214835	52214836	21	43
1	52214836	52214837	20	44
1	52214837	52214838	21	43
1	52214838	52214839	21	44
1	52214839	52214840	21	44
1	52214840	52214841	21	44
1	52214841	52214842	21	44
1	52214842	52214843	21	44
1	52214843	52214844	21	41
1	52214844	52214845	21	41
1	52214845	52214846	21	41
1	52214846	52214847	21	40
1	52214847	52214848	19	40
1	52214848	52214849	19	39
1	52214849	52214850	19	39
1	52214850	52214851	19	39
1	52214851	52214852	19	38
1	52214852	52214853	19	38
1	52214853	52214854	19	38
1	52214854	52214855	19	38
1	52214855	52214856	19	38
1	52214856	52214857	19	38
1	52214857	52214858	19	39
1	52214858	52214859	19	39
1	52214859	52214860	20	37
1	52214860	52214861	20	37
1	52214861	52214862	21	36
1	52214862	52214863	21	36
1	52214863	52214864	21	37
1	52214864	52214865	20	36
1	52214865	52214866	18	36
1	52214866	52214867	17	35
1	52214867	52214868	17	36
1	52214868	52214869	17	35
1	52214869	52214870	17	35
1	52214870	52214871	16	36
1	52214871	52214872	16	37
1	52214872	52214873	16	37
1	52214873	52214874	16	37
1	52214874	52214875	16	37
1	52214875	52214876	16	37
1	52214876	52214877	16	37
1	52214877	52214878	16	37
1	52214878	52214879	16	36
1	52214879	52214880	18	37
1	52214880	52214881	17	37
1	52214881	52214882	13	36
1	52214882	52214883	12	36
1	52214883	52214884	12	39
1	52214884	52214885	12	40
1	52214885	52214886	12	41
1	52214886	52214887	12	41
1	52214887	52214888	12	42
1	52214888	52214889	12	41
1	52214889	52214890	11	41
1	52214890	52214891	12	42
1	52214891	52214892	12	44
1	52214892	52214893	12	42
1	52214893	52214894	15	42
1	52214894	52214895	17	43
1	52214895	52214896	18	43
1	52214896	52214897	18	45
1	52214897	52214898	19	45
1	52214898	52214899	20	45
1	52214899	52214900	20	46
1	52214900	52214901	20	46
1	52214901	52214902	20	46
1	52214902	52214903	20	45
1	52214903	52214904	20	44
1	52214904	52214905	19	44
1	52214905	52214906	19	44
1	52214906	52214907	19	44
1	52214907	52214908	19	45
1	52214908	52214909	19	45
1	52214909	52214910	19	46
1	52214910	52214911	20	46
1	52214911	52214912	20	46
1	52214912	52214913	20	46
1	52214913	52214914	20	46
1	52214914	52214915	20	46
1	52214915	52214916	21	46
1	52214916	52214917	21	45
1	52214917	52214918	21	44
1	52214918	52214919	20	43
1	52214919	52214920	19	44
1	52214920	52214921	19	46
1	52214921	52214922	19	47
1	52214922	52214923	19	46
1	52214923	52214924	19	46
1	52214924	52214925	19	45
1	52214925	52214926	19	44
1	52214926	52214927	19	44
1	52214927	52214928	20	44
1	52214928	52214929	20	43
1	52214929	52214930	20	43
1	52214930	52214931	20	42
1	52214931	52214932	20	42
1	52214932	52214933	20	42
1	52214933	52214934	22	42
1	52214934	52214935	23	42
1	52214935	52214936	23	42
1	52214936	52214937	24	42
1	52214937	52214938	23	44
1	52214938	52214939	23	43
1	52214939	52214940	23	43
1	52214940	52214941	23	43
1	52214941	52214942	23	43
1	52214942	52214943	23	44
1	52214943	52214944	24	44
1	52214944	52214945	24	45
1	52214945	52214946	24	46
1	52214946	52214947	24	46
1	52214947	52214948	24	46
1	52214948	52214949	24	46
1	52214949	52214950	24	46
1	52214950	52214951	24	47
1	52214951	52214952	24	47
1	52214952	52214953	25	49
1	52214953	52214954	25	49
1	52214954	52214955	25	49
1	52214955	52214956	25	49
1	52214956	52214957	25	50
1	52214957	52214958	27	49
1	52214958	52214959	27	49
1	52214959	52214960	26	50
1	52214960	52214961	26	51
1	52214961	52214962	25	51
1	52214962	52214963	26	50
1	52214963	52214964	26	49
1	52214964	52214965	26	49
1	52214965	52214966	26	50
1	52214966	52214967	26	49
1	52214967	52214968	27	48
1	52214968	52214969	28	48
1	52214969	52214970	28	48
1	52214970	52214971	28	48
1	52214971	52214972	28	47
1	52214972	52214973	29	47
1	52214973	52214974	32	47
1	52214974	52214975	32	47
1	52214975	52214976	32	47
1	52214976	52214977	32	45
1	52214977	52214978	32	45
1	52214978	52214979	32	47
1	52214979	52214980	30	46
1	52214980	52214981	30	47
1	52214981	52214982	31	47
1	52214982	52214983	32	46
1	52214983	52214984	35	43
1	52214984	52214985	41	42
1	52214985	52214986	43	42
1	52214986	52214987	44	42
1	52214987	52214988	47	41
1	52214988	52214989	47	45
1	52214989	52214990	47	47
1	52214990	52214991	46	46
1	52214991	52214992	46	47
1	52214992	52214993	46	47
1	52214993	52214994	44	47
1	52214994	52214995	42	46
1	52214995	52214996	41	46
1	52214996	52214997	41	44
1	52214997	52214998	40	45
1	52214998	52214999	39	44
1	52214999	52215000	39	43
1	52215000	52215001	39	42
1	52215001	52215002	39	42
1	52215002	52215003	39	42
1	52215003	52215004	41	42
1	52215004	52215005	41	42
1	52215005	52215006	41	42
1	52215006	52215007	42	41
1	52215007	52215008	42	39
1	52215008	52215009	42	39
1	52215009	52215010	42	40
1	52215010	52215011	40	42
1	52215011	52215012	41	42
1	52215012	52215013	41	43
1	52215013	52215014	41	43
1	52215014	52215015	41	43
1	52215015	52215016	40	43
1	52215016	52215017	40	44
1	52215017	52215018	40	44
1	52215018	52215019	40	45
1	52215019	52215020	40	45
1	52215020	52215021	40	43
1	52215021	52215022	41	41
1	52215022	52215023	41	41
1	52215023	52215024	41	43
1	52215024	52215025	41	43
1	52215025	52215026	41	43
1	52215026	52215027	41	43
1	52215027	52215028	40	43
1	52215028	52215029	40	43
1	52215029	52215030	40	43
1	52215030	52215031	40	43
1	52215031	52215032	40	44
1	52215032	52215033	40	44
1	52215033	52215034	37	46
1	52215034	52215035	36	46
1	52215035	52215036	37	46
1	52215036	52215037	36	49
1	52215037	52215038	36	50
1	52215038	52215039	36	50
1	52215039	52215040	38	50
1	52215040	52215041	38	50
1	52215041	52215042	38	49
1	52215042	52215043	39	49
1	52215043	52215044	38	49
1	52215044	52215045	38	48
1	52215045	52215046	38	47
1	52215046	52215047	38	47
1	52215047	52215048	39	48
1	52215048	52215049	39	48
1	52215049	52215050	39	49
1	52215050	52215051	39	48
1	52215051	52215052	39	48
1	52215052	52215053	38	47
1	52215053	52215054	39	47
1	52215054	52215055	39	47
1	52215055	52215056	39	47
1	52215056	52215057	39	47
1	52215057	52215058	37	46
1	52215058	52215059	37	45
1	52215059	52215060	37	45
1	52215060	52215061	37	43
1	52215061	52215062	37	44
1	52215062	52215063	37	44
1	52215063	52215064	37	44
1	52215064	52215065	37	46
1	52215065	52215066	37	46
1	52215066	52215067	37	45
1	52215067	52215068	36	46
1	52215068	52215069	35	46
1	52215069	52215070	35	47
1	52215070	52215071	35	47
1	52215071	52215072	35	47
1	52215072	52215073	34	49
1	52215073	52215074	31	50
1	52215074	52215075	31	50
1	52215075	52215076	31	50
1	52215076	52215077	33	51
1	52215077	52215078	33	51
1	52215078	52215079	33	51
1	52215079	52215080	33	51
1	52215080	52215081	33	50
1	52215081	52215082	32	50
1	52215082	52215083	31	50
1	52215083	52215084	28	50
1	52215084	52215085	21	51
1	52215085	52215086	19	51
1	52215086	52215087	18	51
1	52215087	52215088	16	52
1	52215088	52215089	16	49
1	52215089	52215090	16	47
1	52215090	52215091	16	48
1	52215091	52215092	16	46
1	52215092	52215093	16	45
1	52215093	52215094	15	45
1	52215094	52215095	22	47
1	52215095	52215096	22	49
1	52215096	52215097	22	49
1	52215097	52215098	22	48
1	52215098	52215099	23	48
1	52215099	52215100	23	50
1	52215100	52215101	24	50
1	52215101	52215102	25	50
1	52215102	52215103	25	50
1	52215103	52215104	23	50
1	52215104	52215105	23	50
1	52215105	52215106	24	50
1	52215106	52215107	25	50
1	52215107	52215108	25	50
1	52215108	52215109	25	50
1	52215109	52215110	25	50
1	52215110	52215111	26	48
1	52215111	52215112	25	48
1	52215112	52215113	25	47
1	52215113	52215114	25	46
1	52215114	52215115	26	46
1	52215115	52215116	26	46
1	52215116	52215117	27	45
1	52215117	52215118	27	47
1	52215118	52215119	28	46
1	52215119	52215120	28	47
1	52215120	52215121	29	46
1	52215121	52215122	28	46
1	52215122	52215123	28	47
1	52215123	52215124	28	45
1	52215124	52215125	28	45
1	52215125	52215126	28	45
1	52215126	52215127	28	43
1	52215127	52215128	28	43
1	52215128	52215129	28	43
1	52215129	52215130	28	43
1	52215130	52215131	28	42
1	52215131	52215132	28	42
1	52215132	52215133	28	42
1	52215133	52215134	28	41
1	52215134	52215135	28	44
1	52215135	52215136	27	45
1	52215136	52215137	27	42
1	52215137	52215138	27	40
1	52215138	52215139	30	41
1	52215139	52215140	32	40
1	52215140	52215141	32	41
1	52215141	52215142	32	42
1	52215142	52215143	31	41
1	52215143	52215144	31	41
1	52215144	52215145	31	43
1	52215145	52215146	31	44
1	52215146	52215147	31	44
1	52215147	52215148	30	44
1	52215148	52215149	30	43
1	52215149	52215150	30	43
1	52215150	52215151	30	44
1	52215151	52215152	30	44
1	52215152	52215153	30	44
1	52215153	52215154	29	44
1	52215154	52215155	29	44
1	52215155	52215156	32	45
1	52215156	52215157	32	44
1	52215157	52215158	32	45
1	52215158	52215159	32	46
1	52215159	52215160	33	46
1	52215160	52215161	33	47
1	52215161	52215162	33	46
1	52215162	52215163	32	46
1	52215163	52215164	34	46
1	52215164	52215165	34	43
1	52215165	52215166	34	44
1	52215166	52215167	35	44
1	52215167	52215168	35	43
1	52215168	52215169	35	44
1	52215169	52215170	35	43
1	52215170	52215171	35	43
1	52215171	52215172	35	44
1	52215172	52215173	36	44
1	52215173	52215174	36	43
1	52215174	52215175	36	43
1	52215175	52215176	36	45
1	52215176	52215177	35	45
1	52215177	52215178	35	45
1	52215178	52215179	35	43
1	52215179	52215180	35	44
1	52215180	52215181	35	44
1	52215181	52215182	35	44
1	52215182	52215183	35	44
1	52215183	52215184	35	44
1	52215184	52215185	35	44
1	52215185	52215186	35	45
1	52215186	52215187	35	46
1	52215187	52215188	35	45
1	52215188	52215189	35	45
1	52215189	52215190	35	46
1	52215190	52215191	39	46
1	52215191	52215192	39	46
1	52215192	52215193	39	46
1	52215193	52215194	39	46
1	52215194	52215195	31	46
1	52215195	52215196	32	45
1	52215196	52215197	32	45
1	52215197	52215198	32	45
1	52215198	52215199	31	45
1	52215199	52215200	31	45
1	52215200	52215201	31	45
1	52215201	52215202	30	45
1	52215202	52215203	30	44
1	52215203	52215204	30	45
1	52215204	52215205	30	47
1	52215205	52215206	29	47
1	52215206	52215207	27	50
1	52215207	52215208	27	49
1	52215208	52215209	27	50
1	52215209	52215210	28	50
1	52215210	52215211	28	51
1	52215211	52215212	28	52
1	52215212	52215213	28	52
1	52215213	52215214	28	52
1	52215214	52215215	27	53
1	52215215	52215216	27	54
1	52215216	52215217	27	53
1	52215217	52215218	27	51
1	52215218	52215219	26	51
1	52215219	52215220	26	50
1	52215220	52215221	25	52
1	52215221	52215222	25	52
1	52215222	52215223	25	52
1	52215223	52215224	25	52
1	52215224	52215225	25	50
1	52215225	52215226	25	50
1	52215226	52215227	26	50
1	52215227	52215228	26	51
1	52215228	52215229	25	50
1	52215229	52215230	25	51
1	52215230	52215231	25	50
1	52215231	52215232	26	49
1	52215232	52215233	26	49
1	52215233	52215234	26	49
1	52215234	52215235	26	46
1	52215235	52215236	26	45
1	52215236	52215237	26	45
1	52215237	52215238	26	45
1	52215238	52215239	23	46
1	52215239	52215240	19	46
1	52215240	52215241	19	46
1	52215241	52215242	22	46
1	52215242	52215243	22	46
1	52215243	52215244	23	45
1	52215244	52215245	23	45
1	52215245	52215246	24	45
1	52215246	52215247	25	45
1	52215247	52215248	30	45
1	52215248	52215249	31	45
1	52215249	52215250	31	46
1	52215250	52215251	31	45
1	52215251	52215252	31	45
1	52215252	52215253	31	45
1	52215253	52215254	31	46
1	52215254	52215255	32	46
1	52215255	52215256	29	45
1	52215256	52215257	29	46
1	52215257	52215258	29	47
1	52215258	52215259	32	45
1	52215259	52215260	31	46
1	52215260	52215261	31	46
1	52215261	52215262	31	47
1	52215262	52215263	31	46
1	52215263	52215264	30	46
1	52215264	52215265	30	46
1	52215265	52215266	31	48
1	52215266	52215267	30	49
1	52215267	52215268	30	50
1	52215268	52215269	30	51
1	52215269	52215270	30	51
1	52215270	52215271	30	51
1	52215271	52215272	30	50
1	52215272	52215273	29	49
1	52215273	52215274	29	49
1	52215274	52215275	29	50
1	52215275	52215276	29	49
1	52215276	52215277	28	49
1	52215277	52215278	28	50
1	52215278	52215279	28	51
1	52215279	52215280	29	50
1	52215280	52215281	29	50
1	52215281	52215282	29	50
1	52215282	52215283	30	50
1	52215283	52215284	30	51
1	52215284	52215285	30	51
1	52215285	52215286	30	51
1	52215286	52215287	31	50
1	52215287	52215288	31	51
1	52215288	52215289	31	51
1	52215289	52215290	31	52
1	52215290	52215291	32	52
1	52215291	52215292	32	52
1	52215292	52215293	32	52
1	52215293	52215294	32	52
1	52215294	52215295	32	51
1	52215295	52215296	31	48
1	52215296	52215297	31	49
1	52215297	52215298	31	49
1	52215298	52215299	31	49
1	52215299	52215300	31	46
1	52215300	52215301	31	46
1	52215301	52215302	31	47
1	52215302	52215303	31	47
1	52215303	52215304	31	46
1	52215304	52215305	31	45
1	52215305	52215306	31	47
1	52215306	52215307	31	44
1	52215307	52215308	31	45
1	52215308	52215309	31	44
1	52215309	52215310	30	44
1	52215310	52215311	29	44
1	52215311	52215312	29	45
1	52215312	52215313	30	45
1	52215313	52215314	30	45
1	52215314	52215315	30	45
1	52215315	52215316	30	45
1	52215316	52215317	29	45
1	52215317	52215318	29	46
1	52215318	52215319	29	46
1	52215319	52215320	29	46
1	52215320	52215321	29	44
1	52215321	52215322	29	44
1	52215322	52215323	29	43
1	52215323	52215324	29	43
1	52215324	52215325	29	45
1	52215325	52215326	29	47
1	52215326	52215327	28	47
1	52215327	52215328	28	46
1	52215328	52215329	28	46
1	52215329	52215330	28	45
1	52215330	52215331	27	48
1	52215331	52215332	26	48
1	52215332	52215333	26	49
1	52215333	52215334	26	49
1	52215334	52215335	26	49
1	52215335	52215336	26	51
1	52215336	52215337	26	51
1	52215337	52215338	26	51
1	52215338	52215339	26	49
1	52215339	52215340	26	50
1	52215340	52215341	26	50
1	52215341	52215342	24	49
1	52215342	52215343	24	50
1	52215343	52215344	23	49
1	52215344	52215345	23	50
1	52215345	52215346	22	50
1	52215346	52215347	21	50
1	52215347	52215348	19	51
1	52215348	52215349	17	51
1	52215349	52215350	17	49
1	52215350	52215351	20	48
1	52215351	52215352	20	48
1	52215352	52215353	20	48
1	52215353	52215354	20	48
1	52215354	52215355	19	48
1	52215355	52215356	19	48
1	52215356	52215357	19	48
1	52215357	52215358	19	48
1	52215358	52215359	18	48
1	52215359	52215360	18	46
1	52215360	52215361	18	46
1	52215361	52215362	18	45
1	52215362	52215363	18	45
1	52215363	52215364	17	44
1	52215364	52215365	17	44
1	52215365	52215366	16	44
1	52215366	52215367	16	44
1	52215367	52215368	16	45
1	52215368	52215369	16	43
1	52215369	52215370	16	44
1	52215370	52215371	16	44
1	52215371	52215372	16	44
1	52215372	52215373	16	43
1	52215373	52215374	16	43
1	52215374	52215375	16	42
1	52215375	52215376	17	42
1	52215376	52215377	18	41
1	52215377	52215378	18	41
1	52215378	52215379	17	41
1	52215379	52215380	17	41
1	52215380	52215381	17	42
1	52215381	52215382	17	41
1	52215382	52215383	16	42
1	52215383	52215384	16	42
1	52215384	52215385	16	41
1	52215385	52215386	16	41
1	52215386	52215387	16	41
1	52215387	52215388	16	40
1	52215388	52215389	16	39
1	52215389	52215390	16	40
1	52215390	52215391	15	39
1	52215391	52215392	17	39
1	52215392	52215393	17	39
1	52215393	52215394	17	41
1	52215394	52215395	17	42
1	52215395	52215396	17	42
1	52215396	52215397	18	42
1	52215397	52215398	18	41
1	52215398	52215399	18	41
1	52215399	52215400	18	41
1	52215400	52215401	18	40
1	52215401	52215402	20	39
1	52215402	52215403	21	39
1	52215403	52215404	22	40
1	52215404	52215405	22	40
1	52215405	52215406	22	40
1	52215406	52215407	22	40
1	52215407	52215408	22	40
1	52215408	52215409	23	40
1	52215409	52215410	23	39
1	52215410	52215411	23	39
1	52215411	52215412	24	38
1	52215412	52215413	24	38
1	52215413	52215414	24	39
1	52215414	52215415	24	40
1	52215415	52215416	24	39
1	52215416	52215417	24	40
1	52215417	52215418	24	39
1	52215418	52215419	24	40
1	52215419	52215420	24	41
1	52215420	52215421	24	41
1	52215421	52215422	24	41
1	52215422	52215423	25	40
1	52215423	52215424	25	39
1	52215424	52215425	25	38
1	52215425	52215426	25	36
1	52215426	52215427	25	37
1	52215427	52215428	25	38
1	52215428	52215429	25	39
1	52215429	52215430	25	39
1	52215430	52215431	25	37
1	52215431	52215432	25	38
1	52215432	52215433	25	38
1	52215433	52215434	25	37
1	52215434	52215435	25	39
1	52215435	52215436	26	38
1	52215436	52215437	26	38
1	52215437	52215438	26	37
1	52215438	52215439	26	37
1	52215439	52215440	26	37
1	52215440	52215441	26	37
1	52215441	52215442	25	38
1	52215442	52215443	25	37
1	52215443	52215444	27	37
1	52215444	52215445	29	37
1	52215445	52215446	29	37
1	52215446	52215447	29	37
1	52215447	52215448	26	36
1	52215448	52215449	26	37
1	52215449	52215450	26	38
1	52215450	52215451	23	39
1	52215451	52215452	23	39
1	52215452	52215453	23	39
1	52215453	52215454	24	38
1	52215454	52215455	24	38
1	52215455	52215456	24	38
1	52215456	52215457	24	37
1	52215457	52215458	24	36
1	52215458	52215459	23	36
1	52215459	52215460	23	36
1	52215460	52215461	23	37
1	52215461	52215462	23	39
1	52215462	52215463	23	38
1	52215463	52215464	23	38
1	52215464	52215465	23	38
1	52215465	52215466	24	40
1	52215466	52215467	24	40
1	52215467	52215468	24	40
1	52215468	52215469	24	40
1	52215469	52215470	24	40
1	52215470	52215471	24	40
1	52215471	52215472	24	40
1	52215472	52215473	24	40
1	52215473	52215474	24	40
1	52215474	52215475	24	39
1	52215475	52215476	23	39
1	52215476	52215477	22	39
1	52215477	52215478	23	37
1	52215478	52215479	23	38
1	52215479	52215480	24	38
1	52215480	52215481	24	38
1	52215481	52215482	24	38
1	52215482	52215483	24	37
1	52215483	52215484	24	38
1	52215484	52215485	24	37
1	52215485	52215486	24	37
1	52215486	52215487	23	37
1	52215487	52215488	23	38
1	52215488	52215489	23	38
